rank,label,slippage,trades,win_rate_pct,profit_r,pf_r,points_per_week,net_usd_per_week,net_usd_1mic,max_dd_usd_1mic
6795,lb3h prev_open tp175pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,5.8824,-8.31,0.622273,-5.1057,-10.9042,-663.66,931.02
6796,lb0h pair_mid tp200pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=0h],2,39,7.6923,-12.14,0.448182,-5.1077,-11.0100,-670.10,1034.73
6797,lb0h prev_open tp200pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,35,31.4286,117.76,6.12,-5.1118,-10.9367,-665.64,1232.75
6798,lb1h prev_open tp175pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,5.7143,-8.31,0.622273,-5.1139,-10.9410,-665.90,931.02
6799,lb3h pair_mid tp200pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,39,10.2564,-17.45,0.501429,-5.1139,-11.0225,-670.86,1261.24
6800,lb2h prev_open tp75pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,17.6471,-11.62,0.5850,-5.1222,-10.9370,-665.66,758.68
6801,lb3h prev_open tp75pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,17.6471,-11.62,0.5850,-5.1222,-10.9370,-665.66,758.68
6802,lb0h pair_mid tp25pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-7.25,0.670455,-5.1263,-11.0675,-673.60,952.93
6803,lb0h pair_mid tp25pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-7.25,0.670455,-5.1263,-11.0675,-673.60,952.93
6804,lb1h prev_open tp150pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,36,33.3333,91.65,4.81875,-5.1282,-10.9899,-668.88,1178.99
6805,lb1h prev_open tp175pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,35,8.5714,-12.52,0.60875,-5.1304,-10.9738,-667.90,1154.52
6806,lb1h prev_open rr1.5 trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,34.2857,-5.63,0.755217,-5.1345,-10.9820,-668.40,763.05
6807,lb1h close tp40pts trail_none slNone kems slip3 [entry 05-09 only  lb=1h],3,43,41.8605,-0.80,0.9680,-5.1345,-11.1450,-678.32,1136.46
6808,lb2h pair_mid rr2.5 trail_none slNone kems slip3 [entry 05-09 only  lb=2h],3,40,25.00,-5.39,0.820333,-5.1415,-11.0980,-675.46,861.26
6809,lb0h prev_open tp175pts trail_prog slNone kems slip2 [entry 05-09 only  lb=0h],2,35,31.4286,82.76,4.598261,-5.1488,-11.0106,-670.14,1280.25
6810,lb1h pair_mid tp25pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,-5.83,0.746522,-5.1509,-11.1575,-679.08,949.41
6811,lb2h pair_mid tp25pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,42,40.4762,-5.83,0.746522,-5.1509,-11.1575,-679.08,949.41
6812,lb3h pair_mid tp25pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,42,40.4762,-5.83,0.746522,-5.1509,-11.1575,-679.08,949.41
6813,lb1h prev_open tp200pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,36,33.3333,75.39,4.14125,-5.1591,-11.0517,-672.64,1216.49
6814,lb1h pair_mid tp25pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,-7.50,0.673913,-5.1632,-11.1822,-680.58,955.41
6815,lb2h pair_mid tp25pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,-7.50,0.673913,-5.1632,-11.1822,-680.58,955.41
6816,lb3h pair_mid tp25pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,-7.50,0.673913,-5.1632,-11.1822,-680.58,955.41
6817,lb1h pair_mid tp200pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=1h],1,41,7.3171,-13.07,0.431739,-5.1693,-11.1739,-680.08,1053.71
6818,lb2h pair_mid tp200pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=2h],1,41,7.3171,-13.07,0.431739,-5.1693,-11.1739,-680.08,1053.71
6819,lb0h close tp125pts trail_none slNone kems slip1 [entry 05-09 only  lb=0h],1,40,20.00,3.27,1.102188,-5.1838,-11.1825,-680.60,1121.26
6820,lb0h pair_mid tp25pts trail_none slNone kems slip2 [entry 05-09 only  lb=0h],2,40,42.500,-8.83,0.616087,-5.1879,-11.1907,-681.10,955.93
6821,lb2h prev_open rr1.5 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,32.3529,-6.11,0.722273,-5.2002,-11.0931,-675.16,743.43
6822,lb2h prev_open rr1.5 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,32.3529,-6.11,0.722273,-5.2002,-11.0931,-675.16,743.43
6823,lb3h prev_open rr1.5 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,32.3529,-6.11,0.722273,-5.2002,-11.0931,-675.16,743.43
6824,lb3h prev_open rr1.5 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,32.3529,-6.11,0.722273,-5.2002,-11.0931,-675.16,743.43
6825,lb1h prev_open tp200pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,37,32.4324,123.56,6.148333,-5.2022,-11.1582,-679.12,1246.23
6826,lb1h prev_open tp200pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,38,31.5789,76.10,4.0440,-5.2084,-11.1910,-681.12,1383.47
6827,lb1h prev_open tp125pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,38,34.2105,76.86,4.0744,-5.2104,-11.1950,-681.36,1144.47
6828,lb0h prev_open tp175pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,34,32.3529,81.76,4.554783,-5.2145,-11.1217,-676.90,1179.01
6829,lb2h pair_mid tp100pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,40,17.500,-15.65,0.525758,-5.2145,-11.2439,-684.34,885.40
6830,lb0h pair_mid tp25pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,-7.77,0.646818,-5.2248,-11.2646,-685.60,955.93
6831,lb0h pair_mid tp25pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,-7.77,0.646818,-5.2248,-11.2646,-685.60,955.93
6832,lb2h close tp40pts trail_none slNone kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-1.86,0.9256,-5.2290,-11.3136,-688.58,1099.44
6833,lb3h close tp40pts trail_none slNone kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-1.86,0.9256,-5.2290,-11.3136,-688.58,1099.44
6834,lb0h prev_open tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,33,9.0909,-10.93,0.635667,-5.2331,-11.1385,-677.92,1143.54
6835,lb0h prev_open tp150pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,34,32.3529,75.02,4.261739,-5.2454,-11.1835,-680.66,1183.01
6836,lb0h pair_mid tp200pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,39,10.2564,-17.31,0.505429,-5.2474,-11.2893,-687.10,1242.00
6837,lb0h close tp75pts trail_none slNone kems slip2 [entry 05-09 only  lb=0h],2,41,29.2683,1.06,1.036552,-5.2495,-11.3343,-689.84,1252.76
6838,lb1h pair_mid tp25pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,42,42.8571,-7.25,0.670455,-5.2495,-11.3547,-691.08,961.41
6839,lb2h pair_mid tp25pts trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,42,42.8571,-7.25,0.670455,-5.2495,-11.3547,-691.08,961.41
6840,lb3h pair_mid tp25pts trail_prog slNone kems slip3 [entry 05-09 only  lb=3h],3,42,42.8571,-7.25,0.670455,-5.2495,-11.3547,-691.08,961.41
6841,lb0h prev_open tp150pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,35,31.4286,124.02,6.392174,-5.2597,-11.2324,-683.64,1217.75
6842,lb0h close tp30pts trail_none slNone kems slip2 [entry 05-09 only  lb=0h],2,41,48.7805,-0.77,0.963333,-5.2659,-11.3672,-691.84,1149.74
6843,lb1h pair_mid tp25pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,-7.37,0.7052,-5.2741,-11.4040,-694.08,968.91
6844,lb1h pair_mid tp25pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,-5.53,0.759565,-5.2947,-11.4450,-696.58,971.41
6845,lb2h pair_mid tp25pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,-5.53,0.759565,-5.2947,-11.4450,-696.58,971.41
6846,lb3h pair_mid tp25pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,-5.53,0.759565,-5.2947,-11.4450,-696.58,971.41
6847,lb1h prev_open rr1.5 trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,35,34.2857,-5.90,0.743478,-5.2988,-11.3106,-688.40,778.05
6848,lb2h pair_mid tp25pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,37,35.1351,-8.25,0.65625,-5.3029,-11.3596,-691.38,721.66
6849,lb3h pair_mid tp25pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,37,35.1351,-8.25,0.65625,-5.3029,-11.3596,-691.38,721.66
6850,lb1h pair_mid tp25pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,-7.28,0.683478,-5.3111,-11.4779,-698.58,977.91
6851,lb2h pair_mid tp25pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-7.28,0.683478,-5.3111,-11.4779,-698.58,977.91
6852,lb3h pair_mid tp25pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-7.28,0.683478,-5.3111,-11.4779,-698.58,977.91
6853,lb1h prev_open tp175pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,36,33.3333,86.76,4.6150,-5.3213,-11.3760,-692.38,1194.49
6854,lb2h prev_open tp125pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,11.7647,-11.57,0.614333,-5.3234,-11.3396,-690.16,899.02
6855,lb3h prev_open tp125pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,11.7647,-11.57,0.614333,-5.3234,-11.3396,-690.16,899.02
6856,lb2h close tp50pts trail_none slNone kems slip1 [entry 05-09 only  lb=2h],1,42,35.7143,-1.60,0.940741,-5.3234,-11.5026,-700.08,1277.96
6857,lb3h close tp50pts trail_none slNone kems slip1 [entry 05-09 only  lb=3h],1,42,35.7143,-1.60,0.940741,-5.3234,-11.5026,-700.08,1277.96
6858,lb2h pair_mid tp200pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,40,10.00,-18.31,0.491389,-5.3275,-11.4700,-698.10,1299.98
6859,lb2h prev_open tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,8.8235,-11.93,0.615161,-5.3358,-11.3642,-691.66,1200.52
6860,lb2h prev_open tp175pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,5.8824,-8.46,0.615455,-5.3358,-11.3642,-691.66,950.52
6861,lb3h prev_open tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,8.8235,-11.93,0.615161,-5.3358,-11.3642,-691.66,1200.52
6862,lb3h prev_open tp175pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,5.8824,-8.46,0.615455,-5.3358,-11.3642,-691.66,950.52
6863,lb1h prev_open tp175pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,35,5.7143,-8.46,0.615455,-5.3481,-11.4092,-694.40,950.52
6864,lb1h prev_open tp150pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,37,32.4324,129.82,6.409167,-5.3500,-11.4539,-697.12,1231.23
6865,lb1h prev_open tp175pts trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,38,31.5789,103.68,5.1472,-5.3583,-11.4907,-699.36,1333.47
6866,lb0h pair_mid tp200pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=0h],3,39,7.6923,-12.20,0.445455,-5.3583,-11.5111,-700.60,1056.23
6867,lb0h pair_mid tp25pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,-9.43,0.607083,-5.3604,-11.5357,-702.10,976.93
6868,lb2h prev_open rr1.5 trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,32.3529,-6.36,0.710909,-5.3624,-11.4174,-694.90,762.43
6869,lb2h prev_open rr1.5 trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,32.3529,-6.36,0.710909,-5.3624,-11.4174,-694.90,762.43
6870,lb3h prev_open rr1.5 trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,32.3529,-6.36,0.710909,-5.3624,-11.4174,-694.90,762.43
6871,lb3h prev_open rr1.5 trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,32.3529,-6.36,0.710909,-5.3624,-11.4174,-694.90,762.43
6872,lb1h prev_open tp150pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,36,33.3333,79.36,4.306667,-5.3686,-11.4707,-698.14,1200.49
6873,lb1h pair_mid tp25pts trail_none slNone kems slip3 [entry 05-09 only  lb=1h],3,42,42.8571,-7.22,0.699167,-5.3727,-11.6011,-706.08,976.41
6874,lb0h prev_open tp175pts trail_prog slNone kems slip3 [entry 05-09 only  lb=0h],3,35,31.4286,71.57,4.111739,-5.3809,-11.4750,-698.40,1300.75
6875,lb0h pair_mid tp25pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,-7.59,0.6550,-5.3809,-11.5768,-704.60,979.43
6876,lb0h pair_mid tp25pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,-7.59,0.6550,-5.3809,-11.5768,-704.60,979.43
6877,lb1h pair_mid tp200pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,41,9.7561,-19.17,0.481892,-5.3829,-11.6011,-706.08,1273.48
6878,lb3h pair_mid tp200pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,39,10.2564,-17.38,0.503429,-5.3850,-11.5647,-703.86,1285.74
6879,lb1h prev_open tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,8.5714,-12.72,0.6025,-5.4056,-11.5242,-701.40,1177.52
6880,lb1h pair_mid tp25pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,-7.06,0.7176,-5.4097,-11.6751,-710.58,989.91
6881,lb2h pair_mid tp25pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-7.06,0.7176,-5.4097,-11.6751,-710.58,989.91
6882,lb3h pair_mid tp25pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-7.06,0.7176,-5.4097,-11.6751,-710.58,989.91
6883,lb1h close tp75pts trail_none slNone kems slip1 [entry 05-09 only  lb=1h],1,43,27.9070,-0.40,0.987097,-5.4220,-11.7201,-713.32,1292.28
6884,lb1h pair_mid tp25pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,-7.86,0.658261,-5.4261,-11.7079,-712.58,982.91
6885,lb2h pair_mid tp25pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,42,40.4762,-7.86,0.658261,-5.4261,-11.7079,-712.58,982.91
6886,lb3h pair_mid tp25pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,42,40.4762,-7.86,0.658261,-5.4261,-11.7079,-712.58,982.91
6887,lb1h pair_mid tp200pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=1h],2,41,7.3171,-13.14,0.428696,-5.4322,-11.6997,-712.08,1076.71
6888,lb2h pair_mid tp200pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=2h],2,41,7.3171,-13.14,0.428696,-5.4322,-11.6997,-712.08,1076.71
6889,lb0h prev_open tp125pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,34,32.3529,86.68,4.768696,-5.4404,-11.5735,-704.40,1191.01
6890,lb0h prev_open tp175pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,34,32.3529,70.56,4.067826,-5.4467,-11.5860,-705.16,1199.01
6891,lb0h pair_mid tp25pts trail_none slNone kems slip3 [entry 05-09 only  lb=0h],3,40,42.500,-9.16,0.601739,-5.4467,-11.7083,-712.60,982.93
6892,lb2h prev_open rr1.5 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,32.3529,-6.82,0.703478,-5.4527,-11.5982,-705.90,774.93
6893,lb3h prev_open rr1.5 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,32.3529,-6.82,0.703478,-5.4527,-11.5982,-705.90,774.93
6894,lb0h prev_open tp150pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,35,31.4286,102.67,5.463913,-5.4568,-11.6268,-707.64,1241.75
6895,lb1h prev_open tp125pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,38,34.2105,66.37,3.6548,-5.4590,-11.6922,-711.62,1167.47
6896,lb0h close tp40pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=0h],1,41,36.5854,-1.23,0.941429,-5.4590,-11.7533,-715.34,1046.20
6897,lb1h close tp30pts trail_none slNone kems slip1 [entry 05-09 only  lb=1h],1,43,46.5116,-2.34,0.898261,-5.4713,-11.8187,-719.32,1186.22
6898,lb0h close tp40pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,41,41.4634,-0.93,0.955714,-5.4774,-11.7901,-717.58,1051.64
6899,lb0h close tp125pts trail_none slNone kems slip2 [entry 05-09 only  lb=0h],2,40,20.00,2.64,1.0825,-5.4795,-11.7740,-716.60,1143.76
6900,lb0h prev_open tp125pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,35,34.2857,85.26,4.706957,-5.4938,-11.7007,-712.14,1075.21
6901,lb2h pair_mid tp25pts trail_none slNone kems slip2 [entry 05-09 only  lb=2h],2,41,41.4634,-7.86,0.6725,-5.5042,-11.8436,-720.84,959.64
6902,lb3h pair_mid tp25pts trail_none slNone kems slip2 [entry 05-09 only  lb=3h],2,41,41.4634,-7.86,0.6725,-5.5042,-11.8436,-720.84,959.64
6903,lb2h close tp40pts trail_none slNone kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,-2.31,0.9076,-5.5042,-11.8640,-722.08,1125.94
6904,lb3h close tp40pts trail_none slNone kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,-2.31,0.9076,-5.5042,-11.8640,-722.08,1125.94
6905,lb0h prev_open tp200pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,35,31.4286,96.15,5.180435,-5.5061,-11.7254,-713.64,1256.25
6906,lb0h pair_mid tp25pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-9.25,0.614583,-5.5083,-11.8315,-720.10,999.43
6907,lb2h pair_mid tp100pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,40,17.500,-15.83,0.520303,-5.5144,-11.8436,-720.84,895.40
6908,lb0h close tp30pts trail_none slNone kems slip3 [entry 05-09 only  lb=0h],3,41,48.7805,-1.19,0.943333,-5.5206,-11.8765,-722.84,1171.74
6909,lb0h prev_open tp175pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,35,31.4286,117.26,6.098261,-5.5226,-11.7582,-715.64,1232.75
6910,lb1h prev_open tp125pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,36,33.3333,92.48,4.853333,-5.5308,-11.7950,-717.88,1204.49
6911,lb0h close tp75pts trail_none slNone kems slip3 [entry 05-09 only  lb=0h],3,41,29.2683,0.56,1.019310,-5.5370,-11.9094,-724.84,1274.76
6912,lb1h pair_mid tp25pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,-7.83,0.6868,-5.5493,-11.9544,-727.58,997.91
6913,lb0h pair_mid tp200pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,39,10.2564,-17.45,0.501429,-5.5513,-11.8972,-724.10,1266.50
6914,lb1h pair_mid tp25pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,-5.99,0.739565,-5.5617,-11.9790,-729.08,999.41
6915,lb2h pair_mid tp25pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,40.4762,-5.99,0.739565,-5.5617,-11.9790,-729.08,999.41
6916,lb3h pair_mid tp25pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,40.4762,-5.99,0.739565,-5.5617,-11.9790,-729.08,999.41
6917,lb1h prev_open tp175pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,36,33.3333,74.90,4.120833,-5.5699,-11.8732,-722.64,1216.49
6918,lb1h pair_mid tp25pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,-7.66,0.666957,-5.5740,-12.0037,-730.58,1005.41
6919,lb2h pair_mid tp25pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,-7.66,0.666957,-5.5740,-12.0037,-730.58,1005.41
6920,lb3h pair_mid tp25pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,-7.66,0.666957,-5.5740,-12.0037,-730.58,1005.41
6921,lb1h prev_open tp125pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,37,35.1351,91.06,4.794167,-5.5842,-11.9222,-725.62,1088.69
6922,lb0h pair_mid tp200pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,39,10.2564,-17.24,0.507429,-5.6006,-11.9958,-730.10,1277.50
6923,lb2h close tp50pts trail_none slNone kems slip2 [entry 05-09 only  lb=2h],2,42,35.7143,-2.07,0.923333,-5.6069,-12.0694,-734.58,1303.96
6924,lb3h close tp50pts trail_none slNone kems slip2 [entry 05-09 only  lb=3h],2,42,35.7143,-2.07,0.923333,-5.6069,-12.0694,-734.58,1303.96
6925,lb1h prev_open tp175pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,37,32.4324,123.06,6.1275,-5.6129,-11.9797,-729.12,1246.23
6926,lb1h prev_open tp200pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,37,32.4324,101.15,5.214583,-5.6129,-11.9797,-729.12,1271.73
6927,lb2h prev_open rr1.5 trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,32.3529,-7.11,0.690870,-5.6192,-11.9311,-726.16,794.43
6928,lb3h prev_open rr1.5 trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,32.3529,-7.11,0.690870,-5.6192,-11.9311,-726.16,794.43
6929,lb0h pair_mid tp25pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,-9.77,0.592917,-5.6233,-12.0615,-734.10,1004.43
6930,lb3h pair_mid tp175pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=3h],1,40,7.500,-13.31,0.3950,-5.6335,-12.0819,-735.34,1008.97
6931,lb0h pair_mid tp25pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,-7.93,0.639545,-5.6356,-12.0862,-735.60,1005.93
6932,lb0h pair_mid tp25pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,-7.93,0.639545,-5.6356,-12.0862,-735.60,1005.93
6933,lb2h pair_mid tp200pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,40,10.00,-18.45,0.4875,-5.6397,-12.0944,-736.10,1326.48
6934,lb1h close tp125pts trail_none slNone kems slip1 [entry 05-09 only  lb=1h],1,42,19.0476,1.27,1.037353,-5.6438,-12.1433,-739.08,1179.74
6935,lb0h prev_open tp150pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,35,31.4286,101.59,5.416957,-5.6458,-12.0047,-730.64,1240.75
6936,lb0h pair_mid rr2.0 trail_none slNone kems slip1 [entry 05-09 only  lb=0h],1,39,28.2051,-6.12,0.781429,-5.6685,-12.1315,-738.36,905.00
6937,lb2h pair_mid tp200pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,40,10.00,-18.24,0.493333,-5.6726,-12.1601,-740.10,1333.48
6938,lb2h pair_mid tp25pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,39.0244,-8.47,0.6612,-5.6767,-12.1887,-741.84,980.64
6939,lb3h pair_mid tp25pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,41,39.0244,-8.47,0.6612,-5.6767,-12.1887,-741.84,980.64
6940,lb1h prev_open tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,35,8.5714,-12.93,0.595938,-5.6808,-12.0747,-734.90,1200.52
6941,lb3h pair_mid rr2.0 trail_none slNone kems slip1 [entry 05-09 only  lb=3h],1,39,28.2051,-6.14,0.780714,-5.6808,-12.1562,-739.86,819.74
6942,lb1h pair_mid tp25pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,-7.53,0.6988,-5.6849,-12.2255,-744.08,1018.91
6943,lb3h pair_mid tp200pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,39,10.2564,-17.52,0.499429,-5.6890,-12.1726,-740.86,1311.24
6944,lb1h pair_mid tp200pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=1h],3,41,7.3171,-13.20,0.426087,-5.6951,-12.2255,-744.08,1099.71
6945,lb2h pair_mid tp200pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=2h],3,41,7.3171,-13.20,0.426087,-5.6951,-12.2255,-744.08,1099.71
6946,lb0h close tp40pts trail_prog slNone kems slip3 [entry 05-09 only  lb=0h],3,41,41.4634,-1.11,0.947143,-5.6992,-12.2337,-744.58,1084.70
6947,lb0h close tp30pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,41,46.3415,-1.08,0.9460,-5.7013,-12.2380,-744.84,1151.74
6948,lb1h pair_mid tp200pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,41,9.7561,-19.31,0.478108,-5.7033,-12.2419,-745.08,1299.98
6949,lb0h close tp40pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=0h],2,41,36.5854,-1.62,0.922857,-5.7137,-12.2626,-746.34,1070.20
