rank,label,slippage,trades,win_rate_pct,profit_r,pf_r,points_per_week,net_usd_per_week,net_usd_1mic,max_dd_usd_1mic
6639,lb0h prev_open tp125pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,35,34.2857,73.44,4.193043,-4.5860,-9.8852,-601.64,1064.75
6640,lb0h close tp50pts trail_none slNone kems slip3 [entry 05-09 only  lb=0h],3,41,39.0244,1.90,1.0760,-4.5882,-10.0117,-609.34,1267.48
6641,lb0h pair_mid tp150pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,39,7.6923,-13.36,0.363810,-4.6025,-9.9995,-608.60,905.73
6642,lb1h pair_mid tp150pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,41,7.3171,-14.31,0.349545,-4.6107,-10.0567,-612.08,909.21
6643,lb2h pair_mid tp150pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,7.3171,-14.31,0.349545,-4.6107,-10.0567,-612.08,909.21
6644,lb2h prev_open tp75pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,17.6471,-11.19,0.600357,-4.6128,-9.9183,-603.66,699.68
6645,lb3h prev_open tp75pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,17.6471,-11.19,0.600357,-4.6128,-9.9183,-603.66,699.68
6646,lb0h prev_open tp125pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,35,34.2857,73.27,4.185652,-4.6128,-9.9387,-604.90,1060.75
6647,lb3h pair_mid tp100pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,39,17.9487,-14.65,0.542188,-4.6148,-10.0242,-610.10,811.16
6648,lb1h pair_mid tp25pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,-4.89,0.787391,-4.6169,-10.0895,-614.08,893.41
6649,lb2h pair_mid tp25pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-4.89,0.787391,-4.6169,-10.0895,-614.08,893.41
6650,lb3h pair_mid tp25pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-4.89,0.787391,-4.6169,-10.0895,-614.08,893.41
6651,lb2h pair_mid tp30pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,39.0244,-5.59,0.7764,-4.6334,-10.1020,-614.84,901.14
6652,lb3h pair_mid tp30pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,41,39.0244,-5.59,0.7764,-4.6334,-10.1020,-614.84,901.14
6653,lb0h prev_open tp150pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,34,32.3529,103.34,5.493043,-4.6394,-9.9716,-606.90,1141.01
6654,lb2h pair_mid tp100pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,40,17.500,-15.55,0.528788,-4.6394,-10.0938,-614.34,855.40
6655,lb2h prev_open tp100pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,14.7059,-11.89,0.59,-4.6416,-9.9758,-607.16,809.04
6656,lb3h prev_open tp100pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,14.7059,-11.89,0.59,-4.6416,-9.9758,-607.16,809.04
6657,lb0h close tp40pts trail_none slNone kems slip3 [entry 05-09 only  lb=0h],3,41,43.9024,1.19,1.051739,-4.6416,-10.1185,-615.84,1073.98
6658,lb1h pair_mid tp25pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,38,36.8421,-6.71,0.720417,-4.6498,-10.0738,-613.12,681.43
6659,lb1h pair_mid rr1.5 trail_be1r slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,-5.45,0.763043,-4.6539,-10.1431,-617.34,804.52
6660,lb1h pair_mid rr1.5 trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,-5.45,0.763043,-4.6539,-10.1431,-617.34,804.52
6661,lb2h pair_mid rr1.5 trail_be1r slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,-5.45,0.763043,-4.6539,-10.1431,-617.34,804.52
6662,lb2h pair_mid rr1.5 trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,-5.45,0.763043,-4.6539,-10.1431,-617.34,804.52
6663,lb3h pair_mid tp200pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=3h],2,40,7.500,-12.14,0.448182,-4.6559,-10.1267,-616.34,980.97
6664,lb0h prev_open rr1.5 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,33,33.3333,-5.73,0.739545,-4.6580,-9.9883,-607.92,701.81
6665,lb1h pair_mid tp150pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,41,7.3171,-14.31,0.349545,-4.6764,-10.1881,-620.08,926.21
6666,lb2h pair_mid tp150pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,7.3171,-14.31,0.349545,-4.6764,-10.1881,-620.08,926.21
6667,lb1h prev_open tp125pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,37,35.1351,78.44,4.268333,-4.6928,-10.1395,-617.12,1080.23
6668,lb2h prev_open tp75pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,14.7059,-7.79,0.645909,-4.6950,-10.0826,-613.66,708.18
6669,lb2h prev_open tp125pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,8.8235,-7.35,0.665909,-4.6950,-10.0826,-613.66,681.02
6670,lb3h prev_open tp75pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,14.7059,-7.79,0.645909,-4.6950,-10.0826,-613.66,708.18
6671,lb3h prev_open tp125pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,8.8235,-7.35,0.665909,-4.6950,-10.0826,-613.66,681.02
6672,lb1h pair_mid tp25pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=1h],2,42,42.8571,-4.77,0.783182,-4.7114,-10.2785,-625.58,910.50
6673,lb2h pair_mid tp25pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=2h],2,42,42.8571,-4.77,0.783182,-4.7114,-10.2785,-625.58,910.50
6674,lb3h pair_mid tp25pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=3h],2,42,42.8571,-4.77,0.783182,-4.7114,-10.2785,-625.58,910.50
6675,lb0h prev_open tp175pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,33,9.0909,-10.52,0.649333,-4.7155,-10.1033,-614.92,1101.54
6676,lb1h prev_open rr1.5 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,34.2857,-4.63,0.789545,-4.7155,-10.1441,-617.40,712.05
6677,lb1h prev_open rr1.5 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,34.2857,-4.63,0.789545,-4.7155,-10.1441,-617.40,712.05
6678,lb0h pair_mid tp25pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-7.09,0.677727,-4.7155,-10.2460,-623.60,902.93
6679,lb0h pair_mid tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-7.09,0.677727,-4.7155,-10.2460,-623.60,902.93
6680,lb0h pair_mid tp30pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,-7.03,0.707083,-4.7196,-10.2542,-624.10,964.43
6681,lb0h prev_open tp175pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,33,6.0606,-7.31,0.651905,-4.7278,-10.1280,-616.42,881.54
6682,lb1h prev_open tp150pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,36,33.3333,109.14,5.5475,-4.7298,-10.1931,-620.38,1154.49
6683,lb1h pair_mid tp25pts trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,42,42.8571,-6.52,0.703636,-4.7319,-10.3196,-628.08,907.41
6684,lb2h pair_mid tp25pts trail_prog slNone kems slip1 [entry 05-09 only  lb=2h],1,42,42.8571,-6.52,0.703636,-4.7319,-10.3196,-628.08,907.41
6685,lb3h pair_mid tp25pts trail_prog slNone kems slip1 [entry 05-09 only  lb=3h],1,42,42.8571,-6.52,0.703636,-4.7319,-10.3196,-628.08,907.41
6686,lb0h pair_mid tp25pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,36,36.1111,-8.78,0.618261,-4.7360,-10.2055,-621.14,689.45
6687,lb1h prev_open tp125pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,37,35.1351,77.61,4.23375,-4.7360,-10.2259,-622.38,1078.23
6688,lb2h pair_mid rr2.0 trail_none slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,40,27.500,-7.41,0.744483,-4.7503,-10.3156,-627.84,823.63
6689,lb0h prev_open tp175pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,35,31.4286,98.88,5.299130,-4.7586,-10.2302,-622.64,1256.75
6690,lb2h pair_mid rr2.5 trail_none slNone kems slip1 [entry 05-09 only  lb=2h],1,40,25.00,-5.13,0.8290,-4.7719,-10.3587,-630.46,844.26
6691,lb2h pair_mid tp30pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,39.0244,-5.29,0.7884,-4.7730,-10.3813,-631.84,920.64
6692,lb3h pair_mid tp30pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,41,39.0244,-5.29,0.7884,-4.7730,-10.3813,-631.84,920.64
6693,lb1h pair_mid tp25pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,36.8421,-7.20,0.672727,-4.7812,-10.3367,-629.12,693.43
6694,lb2h pair_mid tp25pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,38,36.8421,-7.20,0.672727,-4.7812,-10.3367,-629.12,693.43
6695,lb3h pair_mid tp25pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,38,36.8421,-7.20,0.672727,-4.7812,-10.3367,-629.12,693.43
6696,lb1h close tp50pts trail_none slNone kems slip2 [entry 05-09 only  lb=1h],2,43,37.2093,0.40,1.014815,-4.7936,-10.4632,-636.82,1303.96
6697,lb2h prev_open tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,11.7647,-11.15,0.628333,-4.7977,-10.2880,-626.16,854.02
6698,lb3h prev_open tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,11.7647,-11.15,0.628333,-4.7977,-10.2880,-626.16,854.02
6699,lb0h pair_mid tp25pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=0h],2,40,42.500,-6.83,0.674762,-4.7977,-10.4103,-633.60,908.43
6700,lb0h pair_mid tp25pts trail_prog slNone kems slip2 [entry 05-09 only  lb=0h],2,40,42.500,-6.83,0.674762,-4.7977,-10.4103,-633.60,908.43
6701,lb2h prev_open tp175pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,8.8235,-11.52,0.628387,-4.8018,-10.2962,-626.66,1154.52
6702,lb3h prev_open tp175pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,8.8235,-11.52,0.628387,-4.8018,-10.2962,-626.66,1154.52
6703,lb0h prev_open tp200pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,34,32.3529,82.26,4.576522,-4.8037,-10.3002,-626.90,1179.01
6704,lb1h prev_open tp125pts trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,38,34.2105,91.97,4.6788,-4.8037,-10.3817,-631.86,1118.47
6705,lb0h prev_open tp125pts trail_prog slNone kems slip3 [entry 05-09 only  lb=0h],3,35,34.2857,63.03,3.740435,-4.8100,-10.3330,-628.90,1084.75
6706,lb0h prev_open tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,35,34.2857,63.60,3.765217,-4.8100,-10.3330,-628.90,1084.75
6707,lb3h pair_mid tp200pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,39,10.2564,-17.31,0.505429,-4.8100,-10.4145,-633.86,1235.74
6708,lb0h prev_open rr1.5 trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,33,33.3333,-5.95,0.729545,-4.8161,-10.3045,-627.16,715.81
6709,lb0h prev_open tp175pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,34,32.3529,97.88,5.255652,-4.8284,-10.3495,-629.90,1156.01
6710,lb1h pair_mid tp25pts trail_none slNone kems slip1 [entry 05-09 only  lb=1h],1,42,42.8571,-6.30,0.7375,-4.8305,-10.5167,-640.08,919.41
6711,lb2h pair_mid tp25pts trail_none slNone kems slip1 [entry 05-09 only  lb=2h],1,42,42.8571,-6.30,0.7375,-4.8305,-10.5167,-640.08,919.41
6712,lb3h pair_mid tp25pts trail_none slNone kems slip1 [entry 05-09 only  lb=3h],1,42,42.8571,-6.30,0.7375,-4.8305,-10.5167,-640.08,919.41
6713,lb1h close tp40pts trail_none slNone kems slip2 [entry 05-09 only  lb=1h],2,43,41.8605,-0.33,0.9868,-4.8552,-10.5864,-644.32,1111.46
6714,lb0h pair_mid tp200pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=0h],1,39,7.6923,-12.07,0.451364,-4.8571,-10.5088,-639.60,1013.23
6715,lb2h prev_open tp75pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,17.6471,-11.41,0.5925,-4.8675,-10.4277,-634.66,729.18
6716,lb3h prev_open tp75pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,17.6471,-11.41,0.5925,-4.8675,-10.4277,-634.66,729.18
6717,lb2h prev_open tp175pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,5.8824,-8.15,0.629545,-4.8757,-10.4441,-635.66,911.52
6718,lb3h prev_open tp175pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,5.8824,-8.15,0.629545,-4.8757,-10.4441,-635.66,911.52
6719,lb1h prev_open rr1.5 trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,35,34.2857,-4.90,0.777273,-4.8757,-10.4645,-636.90,726.55
6720,lb1h prev_open rr1.5 trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,35,34.2857,-4.90,0.777273,-4.8757,-10.4645,-636.90,726.55
6721,lb1h prev_open tp175pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,35,5.7143,-8.15,0.629545,-4.8798,-10.4727,-637.40,911.52
6722,lb1h pair_mid tp25pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,-5.37,0.766522,-4.8839,-10.6235,-646.58,921.41
6723,lb2h pair_mid tp25pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,-5.37,0.766522,-4.8839,-10.6235,-646.58,921.41
6724,lb3h pair_mid tp25pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,-5.37,0.766522,-4.8839,-10.6235,-646.58,921.41
6725,lb0h pair_mid rr1.5 trail_be1r slNone kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,-7.11,0.676818,-4.8941,-10.5828,-644.10,788.02
6726,lb0h pair_mid rr1.5 trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,-7.11,0.676818,-4.8941,-10.5828,-644.10,788.02
6727,lb1h pair_mid tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,-7.12,0.690435,-4.9004,-10.6564,-648.58,927.91
6728,lb2h pair_mid tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-7.12,0.690435,-4.9004,-10.6564,-648.58,927.91
6729,lb3h pair_mid tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-7.12,0.690435,-4.9004,-10.6564,-648.58,927.91
6730,lb1h pair_mid tp25pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,36.8421,-7.17,0.70125,-4.9045,-10.5831,-644.12,708.43
6731,lb3h pair_mid tp100pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,39,17.9487,-14.83,0.536562,-4.9064,-10.6074,-645.60,820.16
6732,lb1h prev_open tp200pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,36,33.3333,87.26,4.635833,-4.9105,-10.5545,-642.38,1194.49
6733,lb3h pair_mid tp200pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=3h],3,40,7.500,-12.20,0.445455,-4.9105,-10.6360,-647.34,1002.97
6734,lb2h pair_mid tp100pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,40,17.500,-15.47,0.531212,-4.9146,-10.6442,-647.84,875.40
6735,lb1h prev_open tp175pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,36,33.3333,103.68,5.32,-4.9188,-10.5710,-643.38,1169.49
6736,lb2h prev_open tp75pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,14.7059,-7.98,0.637273,-4.9250,-10.5427,-641.66,734.68
6737,lb2h prev_open tp125pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,8.8235,-7.52,0.658182,-4.9250,-10.5427,-641.66,700.52
6738,lb3h prev_open tp75pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,14.7059,-7.98,0.637273,-4.9250,-10.5427,-641.66,734.68
6739,lb3h prev_open tp125pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,8.8235,-7.52,0.658182,-4.9250,-10.5427,-641.66,700.52
6740,lb0h pair_mid tp25pts trail_none slNone kems slip1 [entry 05-09 only  lb=0h],1,40,42.500,-8.49,0.630870,-4.9291,-10.6732,-649.60,928.93
6741,lb1h prev_open tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,37,35.1351,67.94,3.830833,-4.9332,-10.6202,-646.38,1102.23
6742,lb2h pair_mid tp100pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,40,17.500,-15.73,0.523333,-4.9393,-10.6935,-650.84,865.40
6743,lb1h pair_mid tp150pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,41,7.3171,-14.36,0.347273,-4.9393,-10.7139,-652.08,949.21
6744,lb2h pair_mid tp150pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,7.3171,-14.36,0.347273,-4.9393,-10.7139,-652.08,949.21
6745,lb0h pair_mid tp200pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,10.2564,-17.17,0.509429,-4.9434,-10.6814,-650.10,1217.50
6746,lb0h prev_open tp175pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,33,6.0606,-7.46,0.644762,-4.9496,-10.5716,-643.42,899.54
6747,lb1h prev_open tp200pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,38,31.5789,87.96,4.5184,-4.9516,-10.6774,-649.86,1359.97
6748,lb2h pair_mid rr2.5 trail_none slNone kems slip2 [entry 05-09 only  lb=2h],2,40,25.00,-5.26,0.824667,-4.9567,-10.7284,-652.96,852.76
6749,lb0h close tp75pts trail_none slNone kems slip1 [entry 05-09 only  lb=0h],1,41,29.2683,1.59,1.054828,-4.9620,-10.7592,-654.84,1233.80
6750,lb1h prev_open rr1.5 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,35,34.2857,-5.33,0.768261,-4.9702,-10.6534,-648.40,748.05
6751,lb0h pair_mid tp25pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,-7.43,0.662273,-4.9702,-10.7553,-654.60,929.43
6752,lb0h pair_mid tp25pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,-7.43,0.662273,-4.9702,-10.7553,-654.60,929.43
6753,lb0h prev_open rr1.5 trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,33,33.3333,-6.15,0.720455,-4.9743,-10.6209,-646.42,729.81
6754,lb0h prev_open tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,33,9.0909,-10.72,0.642667,-4.9743,-10.6209,-646.42,1122.54
6755,lb1h pair_mid tp25pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=1h],3,42,42.8571,-5.22,0.762727,-4.9743,-10.8043,-657.58,931.50
6756,lb2h pair_mid tp25pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=2h],3,42,42.8571,-5.22,0.762727,-4.9743,-10.8043,-657.58,931.50
6757,lb3h pair_mid tp25pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=3h],3,42,42.8571,-5.22,0.762727,-4.9743,-10.8043,-657.58,931.50
6758,lb0h pair_mid tp25pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,36,36.1111,-9.11,0.603913,-4.9784,-10.6902,-650.64,714.95
6759,lb1h pair_mid tp25pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,42,42.8571,-6.89,0.686818,-4.9907,-10.8371,-659.58,934.41
6760,lb2h pair_mid tp25pts trail_prog slNone kems slip2 [entry 05-09 only  lb=2h],2,42,42.8571,-6.89,0.686818,-4.9907,-10.8371,-659.58,934.41
6761,lb3h pair_mid tp25pts trail_prog slNone kems slip2 [entry 05-09 only  lb=3h],2,42,42.8571,-6.89,0.686818,-4.9907,-10.8371,-659.58,934.41
6762,lb1h pair_mid tp25pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,-6.89,0.7244,-4.9989,-10.8536,-660.58,939.91
6763,lb2h pair_mid tp25pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-6.89,0.7244,-4.9989,-10.8536,-660.58,939.91
6764,lb3h pair_mid tp25pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-6.89,0.7244,-4.9989,-10.8536,-660.58,939.91
6765,lb0h close tp30pts trail_none slNone kems slip1 [entry 05-09 only  lb=0h],1,41,48.7805,-0.34,0.983810,-5.0113,-10.8578,-660.84,1127.74
6766,lb2h pair_mid tp200pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,40,10.00,-18.17,0.495278,-5.0154,-10.8457,-660.10,1273.48
6767,lb1h pair_mid rr1.5 trail_be1r slNone kems slip1 [entry 05-09 only  lb=1h],1,41,26.8293,-6.64,0.711304,-5.0154,-10.8660,-661.34,788.02
6768,lb1h pair_mid rr1.5 trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,41,26.8293,-6.64,0.711304,-5.0154,-10.8660,-661.34,788.02
6769,lb2h pair_mid rr1.5 trail_be1r slNone kems slip1 [entry 05-09 only  lb=2h],1,41,26.8293,-6.64,0.711304,-5.0154,-10.8660,-661.34,788.02
6770,lb2h pair_mid rr1.5 trail_prog slNone kems slip1 [entry 05-09 only  lb=2h],1,41,26.8293,-6.64,0.711304,-5.0154,-10.8660,-661.34,788.02
6771,lb0h prev_open tp150pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,34,32.3529,86.65,4.767391,-5.0214,-10.7356,-653.40,1163.51
6772,lb1h pair_mid tp25pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,-5.06,0.78,-5.0277,-10.9111,-664.08,943.41
6773,lb2h pair_mid tp25pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,-5.06,0.78,-5.0277,-10.9111,-664.08,943.41
6774,lb3h pair_mid tp25pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,-5.06,0.78,-5.0277,-10.9111,-664.08,943.41
6775,lb0h prev_open tp200pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,34,32.3529,71.05,4.089130,-5.0359,-10.7645,-655.16,1199.01
6776,lb2h prev_open rr1.5 trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,32.3529,-5.82,0.735455,-5.0379,-10.7684,-655.40,724.43
6777,lb2h prev_open rr1.5 trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,32.3529,-5.82,0.735455,-5.0379,-10.7684,-655.40,724.43
6778,lb3h prev_open rr1.5 trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,32.3529,-5.82,0.735455,-5.0379,-10.7684,-655.40,724.43
6779,lb3h prev_open rr1.5 trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,32.3529,-5.82,0.735455,-5.0379,-10.7684,-655.40,724.43
6780,lb2h pair_mid tp30pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,39.0244,-5.78,0.7688,-5.0441,-10.9236,-664.84,951.14
6781,lb3h pair_mid tp30pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,41,39.0244,-5.78,0.7688,-5.0441,-10.9236,-664.84,951.14
6782,lb0h pair_mid tp25pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=0h],3,40,42.500,-7.16,0.659048,-5.0482,-10.9114,-664.10,934.43
6783,lb0h pair_mid tp25pts trail_prog slNone kems slip3 [entry 05-09 only  lb=0h],3,40,42.500,-7.16,0.659048,-5.0482,-10.9114,-664.10,934.43
6784,lb2h pair_mid tp25pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,37,35.1351,-7.81,0.674583,-5.0523,-10.8585,-660.88,693.16
6785,lb3h pair_mid tp25pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,37,35.1351,-7.81,0.674583,-5.0523,-10.8585,-660.88,693.16
6786,lb2h prev_open tp125pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,11.7647,-11.36,0.621333,-5.0605,-10.8138,-658.16,876.52
6787,lb3h prev_open tp125pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,11.7647,-11.36,0.621333,-5.0605,-10.8138,-658.16,876.52
6788,lb2h prev_open tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,8.8235,-11.72,0.621935,-5.0688,-10.8302,-659.16,1177.52
6789,lb3h prev_open tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,34,8.8235,-11.72,0.621935,-5.0688,-10.8302,-659.16,1177.52
6790,lb3h pair_mid tp200pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,39,10.2564,-17.24,0.507429,-5.0811,-10.9567,-666.86,1260.24
6791,lb1h close tp50pts trail_none slNone kems slip3 [entry 05-09 only  lb=1h],3,43,37.2093,-0.09,0.996667,-5.0811,-11.0382,-671.82,1329.96
6792,lb0h pair_mid tp25pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-9.09,0.62125,-5.0975,-11.0100,-670.10,949.43
6793,lb1h pair_mid tp25pts trail_none slNone kems slip2 [entry 05-09 only  lb=1h],2,42,42.8571,-6.77,0.717917,-5.1016,-11.0589,-673.08,947.91
6794,lb2h prev_open tp175pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,34,5.8824,-8.31,0.622273,-5.1057,-10.9042,-663.66,931.02
